2,3,5,7,9,23,26,41
1,2,24,25,31,34,23,44
1,10,26,31,32,44,38,45
11,19,28,36,37,40,17,29
4,16,19,23,28,44,33,41
2,9,13,23,26,36,16,25
1,14,21,29,33,36,4,25
6,24,29,30,37,44,9,35
2,14,16,23,34,39,12,17
2,10,22,24,26,44,5,31
2,6,13,14,25,32,31,33
3,16,18,32,39,42,19,40
1,7,13,16,30,40,22,23
2,20,24,29,33,41,13,19
4,21,30,35,42,43,31,45
9,11,20,29,34,39,31,36
4,23,30,35,36,43,15,18
7,11,32,37,38,40,16,24
1,18,28,30,37,43,2,11
14,19,29,33,39,40,16,22
5,16,24,27,28,40,8,29
5,14,16,25,35,38,36,39
2,5,6,8,12,13,14,40
5,9,20,29,33,37,12,24
1,13,25,38,43,45,6,10
9,14,20,24,25,38,5,26
1,15,17,33,34,37,32,44
13,19,22,29,36,42,23,45
19,20,31,36,43,45,34,35
6,26,33,34,40,45,1,22
6,8,18,25,27,37,10,28
3,14,15,19,25,44,16,26
8,13,14,22,24,31,2,40
1,5,38,41,42,45,14,32
3,13,17,32,38,44,43,45
3,5,8,14,30,34,6,9
1,2,10,27,41,43,42,44
1,8,34,37,38,42,23,40
5,21,22,25,27,38,8,43
3,13,18,19,29,38,9,12
6,17,20,26,38,41,3,13
2,6,12,34,39,41,28,36
17,21,22,24,28,34,6,35
8,10,13,17,26,33,6,35
5,6,20,23,24,26,28,29
2,5,18,20,27,37,6,43
4,5,15,18,30,34,8,13
18,24,31,32,41,44,4,14
4,9,27,37,42,45,18,36
8,12,16,19,22,42,28,40
17,25,28,34,37,45,8,23
6,16,24,26,36,41,25,43
18,20,22,27,28,40,8,24
7,10,11,21,34,40,3,22
1,2,10,15,17,21,16,28
6,18,30,37,43,44,11,23
1,11,15,28,35,39,24,33
14,22,28,34,39,40,18,33
7,11,14,25,31,32,6,26
5,11,21,23,30,35,17,39
21,22,24,30,32,45,1,38
1,9,12,30,38,42,14,26
10,15,17,18,20,31,27,37
19,24,27,36,40,43,11,42
4,9,10,11,21,28,7,33
4,7,19,22,25,28,14,18
9,11,20,30,41,45,6,40
5,11,29,31,32,42,6,39
1,4,10,27,33,44,13,31
7,8,13,23,28,40,34,37
2,5,18,24,36,42,35,38
12,26,34,40,43,45,21,29
3,9,14,24,40,42,28,36
8,14,22,24,25,30,10,38
8,9,33,34,40,43,11,32
27,29,37,38,39,45,36,44
3,9,20,31,40,45,8,44
3,10,11,37,40,44,26,36
3,12,17,24,37,44,21,36
3,4,8,34,35,44,2,6
2,12,20,27,30,31,8,32
6,7,9,12,32,45,5,30
15,30,32,33,34,45,41,44
6,10,11,15,28,39,5,43
1,3,6,21,22,40,4,24
7,18,22,24,41,43,2,3
4,30,34,35,38,41,6,10
18,23,25,33,37,43,12,15
20,21,31,32,38,39,2,11
3,5,13,26,29,32,8,43
5,8,17,29,32,40,2,38
3,10,21,27,29,36,20,44
6,10,26,35,39,43,21,27
3,11,31,35,41,44,40,45
5,15,18,19,21,30,33,34
21,24,34,39,42,43,4,28
1,9,13,19,24,41,34,38
9,10,21,26,28,31,12,14
12,26,30,31,40,42,2,4
4,12,19,24,35,40,26,29
3,19,22,29,37,43,12,15
3,15,24,35,41,42,11,16
4,7,13,21,29,38,8,34
